CN,PLT_CN,PREV_SBP_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,SUBP,SUBP_STATUS_CD,POINT_NONSAMPLE_REASN_CD,MICRCOND,SUBPCOND,MACRCOND,CONDLIST,SLOPE,ASPECT,WATERDEP,P2A_GRM_FLG,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,ROOT_DIS_SEV_CD_PNWRS,NF_SUBP_STATUS_CD,NF_SUBP_NONSAMPLE_REASN_CD,P2VEG_SUBP_STATUS_CD,P2VEG_SUBP_NONSAMPLE_REASN_CD,INVASIVE_SUBP_STATUS_CD,INVASIVE_NONSAMPLE_REASN_CD,CROWN_CLOSURE_ME_NERS,GROUND_TRAN_PTS_BARE_RMRS,GROUND_TRAN_PTS_CRYP_RMRS,GROUND_TRAN_PTS_DEV_RMRS,GROUND_TRAN_PTS_LICHEN_RMRS,GROUND_TRAN_PTS_LITTER_RMRS,GROUND_TRAN_PTS_MOSS_RMRS,GROUND_TRAN_PTS_NOTSAMP_RMRS,GROUND_TRAN_PTS_OTHER_RMRS,GROUND_TRAN_PTS_PEIS_RMRS,GROUND_TRAN_PTS_ROAD_RMRS,GROUND_TRAN_PTS_ROCK_RMRS,GROUND_TRAN_PTS_TRIS_RMRS,GROUND_TRAN_PTS_VEG_RMRS,GROUND_TRAN_PTS_WATER_RMRS,GROUND_TRAN_PTS_WOOD_RMRS,PREV_STATUSCD_RMRS,ROOTSEVCD_RMRS
308962848732862,308962548732862,,1990,72,1,1,349,102,1,,1,1,,1000,20,20,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962847732862,308962548732862,,1990,72,1,1,349,103,1,,1,1,,1000,40,45,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962852732862,308962549732862,,1990,72,1,1,350,101,1,,1,1,,1000,85,65,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962851732862,308962549732862,,1990,72,1,1,350,102,1,,1,1,,1000,70,97,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962850732862,308962549732862,,1990,72,1,1,350,103,1,,1,1,,1000,25,45,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962855732862,308962610732862,,1990,72,1,7,708,101,1,,1,1,,1000,40,220,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962854732862,308962610732862,,1990,72,1,7,708,102,1,,1,1,,1000,105,190,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962853732862,308962610732862,,1990,72,1,7,708,103,1,,1,1,,1000,10,135,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962858732862,308962611732862,,1990,72,1,7,709,101,1,,1,1,,1000,58,350,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962857732862,308962611732862,,1990,72,1,7,709,102,1,,1,1,,1000,80,13,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962856732862,308962611732862,,1990,72,1,7,709,103,1,,1,1,,1000,28,5,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962861732862,308962614732862,,1990,72,1,7,729,101,1,,1,1,,1000,43,74,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962860732862,308962614732862,,1990,72,1,7,729,102,1,,1,1,,1000,50,95,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962859732862,308962614732862,,1990,72,1,7,729,103,1,,1,1,,1000,50,80,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962864732862,308962619732862,,1990,72,1,7,763,101,1,,1,1,,1000,30,265,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962863732862,308962619732862,,1990,72,1,7,763,102,1,,1,1,,1000,40,255,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962862732862,308962619732862,,1990,72,1,7,763,103,1,,1,1,,1000,45,250,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962867732862,308962600732862,,1990,72,1,9,635,101,1,,1,1,,1000,20,184,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962866732862,308962600732862,,1990,72,1,9,635,102,1,,1,1,,1000,9,243,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962865732862,308962600732862,,1990,72,1,9,635,103,1,,1,1,,1000,1,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962870732862,308962603732862,,1990,72,1,9,654,101,1,,1,1,,1000,58,305,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962869732862,308962603732862,,1990,72,1,9,654,102,1,,1,1,,1000,60,315,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962868732862,308962603732862,,1990,72,1,9,654,103,1,,1,1,,1000,65,318,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962873732862,308962482732862,,1990,72,1,11,48,101,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962872732862,308962482732862,,1990,72,1,11,48,102,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962871732862,308962482732862,,1990,72,1,11,48,103,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962876732862,308962485732862,,1990,72,1,11,69,101,1,,1,1,,1000,51,334,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962875732862,308962485732862,,1990,72,1,11,69,102,1,,1,1,,1000,80,277,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962874732862,308962485732862,,1990,72,1,11,69,103,1,,1,1,,1000,6,251,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962879732862,308962486732862,,1990,72,1,11,71,101,1,,1,1,,1000,45,302,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962878732862,308962486732862,,1990,72,1,11,71,102,1,,1,1,,1000,35,219,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962877732862,308962486732862,,1990,72,1,11,71,103,1,,1,1,,1000,40,326,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962882732862,308962490732862,,1990,72,1,11,91,101,1,,1,1,,1000,82,68,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962881732862,308962490732862,,1990,72,1,11,91,102,1,,1,1,,1000,64,25,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962880732862,308962490732862,,1990,72,1,11,91,103,1,,1,1,,1000,85,28,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962885732862,308962491732862,,1990,72,1,11,92,101,1,,1,1,,1000,75,108,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962884732862,308962491732862,,1990,72,1,11,92,102,1,,1,1,,1000,23,60,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962883732862,308962491732862,,1990,72,1,11,92,103,1,,1,1,,1000,70,130,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962888732862,308962532732862,,1990,72,1,13,305,101,1,,1,1,,1000,52,145,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962887732862,308962532732862,,1990,72,1,13,305,102,1,,1,1,,1000,55,102,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962886732862,308962532732862,,1990,72,1,13,305,103,1,,1,1,,1000,37,103,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962891732862,308962537732862,,1990,72,1,13,322,101,1,,1,1,,1000,6,101,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962890732862,308962537732862,,1990,72,1,13,322,102,1,,1,1,,1000,52,180,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962889732862,308962537732862,,1990,72,1,13,322,103,1,,1,1,,1000,30,101,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962894732862,308962538732862,,1990,72,1,13,324,101,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962893732862,308962538732862,,1990,72,1,13,324,102,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962892732862,308962538732862,,1990,72,1,13,324,103,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962897732862,308962551732862,,1990,72,1,13,360,101,1,,1,1,,1000,60,109,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962896732862,308962551732862,,1990,72,1,13,360,102,1,,1,1,,1000,65,97,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962895732862,308962551732862,,1990,72,1,13,360,103,1,,1,1,,1000,52,82,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962900732862,308962552732862,,1990,72,1,13,361,101,1,,1,1,,1000,20,358,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962899732862,308962552732862,,1990,72,1,13,361,102,1,,1,1,,1000,25,50,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962898732862,308962552732862,,1990,72,1,13,361,103,1,,1,1,,1000,5,40,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962903732862,308962553732862,,1990,72,1,13,362,101,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962902732862,308962553732862,,1990,72,1,13,362,102,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962901732862,308962553732862,,1990,72,1,13,362,103,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962906732862,308962561732862,,1990,72,1,13,379,101,1,,1,1,,1000,1,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962905732862,308962561732862,,1990,72,1,13,379,102,1,,1,1,,1000,8,5,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962904732862,308962561732862,,1990,72,1,13,379,103,1,,1,1,,1000,1,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962909732862,308962562732862,,1990,72,1,13,380,101,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962908732862,308962562732862,,1990,72,1,13,380,102,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962907732862,308962562732862,,1990,72,1,13,380,103,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962912732862,308962568732862,,1990,72,1,13,398,101,1,,1,1,,1000,100,80,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962911732862,308962568732862,,1990,72,1,13,398,102,1,,1,1,,1000,95,95,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962910732862,308962568732862,,1990,72,1,13,398,103,1,,1,1,,1000,140,245,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962915732862,308962599732862,,1990,72,1,19,632,101,1,,1,1,,1000,3,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962914732862,308962599732862,,1990,72,1,19,632,102,1,,1,1,,1000,15,35,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962913732862,308962599732862,,1990,72,1,19,632,103,1,,1,1,,1000,7,145,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962918732862,308962605732862,,1990,72,1,21,688,101,1,,1,1,,1000,60,294,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962917732862,308962605732862,,1990,72,1,21,688,102,1,,1,1,,1000,50,111,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962916732862,308962605732862,,1990,72,1,21,688,103,1,,1,1,,1000,60,111,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962921732862,308962606732862,,1990,72,1,21,689,101,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962920732862,308962606732862,,1990,72,1,21,689,102,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962919732862,308962606732862,,1990,72,1,21,689,103,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962924732862,308962609732862,,1990,72,1,21,707,101,1,,1,1,,1000,60,60,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962923732862,308962609732862,,1990,72,1,21,707,102,1,,1,1,,1000,120,23,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962922732862,308962609732862,,1990,72,1,21,707,103,1,,1,1,,1000,45,60,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962927732862,308962620732862,,1990,72,1,25,765,101,1,,1,1,,1000,40,43,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962926732862,308962620732862,,1990,72,1,25,765,102,1,,1,1,,1000,20,104,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962925732862,308962620732862,,1990,72,1,25,765,103,1,,1,1,,1000,35,102,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962930732862,308962622732862,,1990,72,1,25,786,101,1,,1,1,,1000,50,207,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962929732862,308962622732862,,1990,72,1,25,786,102,1,,1,1,,1000,60,215,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962928732862,308962622732862,,1990,72,1,25,786,103,1,,1,1,,1000,30,220,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962933732862,308962519732862,,1990,72,1,27,246,101,1,,1,1,,1000,63,175,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962932732862,308962519732862,,1990,72,1,27,246,102,1,,1,1,,1000,55,185,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962931732862,308962519732862,,1990,72,1,27,246,103,1,,1,1,,1000,50,355,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962936732862,308962523732862,,1990,72,1,27,268,101,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962935732862,308962523732862,,1990,72,1,27,268,102,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962934732862,308962523732862,,1990,72,1,27,268,103,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962939732862,308962634732862,,1990,72,1,29,870,101,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962938732862,308962634732862,,1990,72,1,29,870,102,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962937732862,308962634732862,,1990,72,1,29,870,103,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962942732862,308962636732862,,1990,72,1,29,884,101,1,,1,1,,1000,15,165,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962941732862,308962636732862,,1990,72,1,29,884,102,1,,1,1,,1000,15,160,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962940732862,308962636732862,,1990,72,1,29,884,103,1,,1,1,,1000,10,180,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962945732862,308962604732862,,1990,72,1,35,676,101,1,,1,1,,1000,80,280,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962944732862,308962604732862,,1990,72,1,35,676,102,1,,1,1,,1000,40,210,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962943732862,308962604732862,,1990,72,1,35,676,103,1,,1,1,,1000,45,200,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962951732862,308962608732862,,1990,72,1,35,696,101,1,,1,1,,1000,73,358,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962948732862,308962607732862,,1990,72,1,35,695,101,1,,1,1,,1000,13,80,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962947732862,308962607732862,,1990,72,1,35,695,102,1,,1,1,,1000,30,130,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962946732862,308962607732862,,1990,72,1,35,695,103,1,,1,1,,1000,55,1,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962950732862,308962608732862,,1990,72,1,35,696,102,1,,1,1,,1000,70,337,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962949732862,308962608732862,,1990,72,1,35,696,103,1,,1,1,,1000,7,73,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962954732862,308962612732862,,1990,72,1,35,715,101,1,,1,1,,1000,40,114,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962953732862,308962612732862,,1990,72,1,35,715,102,1,,1,1,,1000,70,49,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962952732862,308962612732862,,1990,72,1,35,715,103,1,,1,1,,1000,35,90,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962957732862,308962621732862,,1990,72,1,35,769,101,1,,1,1,,1000,20,317,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962956732862,308962621732862,,1990,72,1,35,769,102,1,,1,1,,1000,70,312,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962955732862,308962621732862,,1990,72,1,35,769,103,1,,1,1,,1000,20,360,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
308962960732862,308962646732862,,1990,72,1,37,967,101,2,,1,1,,1000,,0,,,2022-09-27 07:33:49,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
